event_id	chrom	host_pos	del_len	ins_len	hpv_ref	hpv_path	hpv_strand	copies	source
E83_EXTRA_F	chr17	38323632	651	11405	HPV16REF|lcl|Human	HPV:3596-7402,7855-3520(-)+LIT:5+HPV:4139-6045,300-2413(+)	.	1	EXTRA
E84_EXTRA_UD2	chr17	38267232	0	85842	HPV16REF|lcl|Human	HPV:358-3463(+)+chr17:38255215-38266232(+)+HPV:2502-2684(+)+HPV:4574-7679(+)+chr17:38255215-38266232(+)+HPV:2582-2764(+)+HPV:374-3479(+)+chr17:38255215-38266232(+)+HPV:6818-7000(+)+HPV:3252-6357(+)+chr17:38255215-38266232(+)+HPV:6797-6979(+)+HPV:4803-2(+)+chr17:38255215-38266232(+)+HPV:495-677(+)+HPV:6910-2109(+)+chr17:38255215-38266232(+)+HPV:6426-6608(+)	.	1	EXTRA
E85_EXTRA_E	chr18	30317896	0	26016	HPV16REF|lcl|Human	HPV:6607-674(+)+chr18:30311376-30316896(+)+HPV:7896-1917,4657-1322(+)+chr18:30311376-30316896(+)+HPV:3287-5214,478-5049(+)	.	1	EXTRA
E86_EXTRA_F	chr18	22565190	651	11405	HPV16REF|lcl|Human	HPV:6796-2696,842-4413(-)+LIT:5+HPV:6336-336,6248-455(+)	.	1	EXTRA
E87_EXTRA_UD2	chr19	56233676	0	85842	HPV16REF|lcl|Human	HPV:648-3753(+)+chr19:56221659-56232676(+)+HPV:4154-4336(+)+HPV:804-3909(+)+chr19:56221659-56232676(+)+HPV:6866-7048(+)+HPV:7678-2877(+)+chr19:56221659-56232676(+)+HPV:1870-2052(+)+HPV:5350-549(+)+chr19:56221659-56232676(+)+HPV:7189-7371(+)+HPV:878-3983(+)+chr19:56221659-56232676(+)+HPV:820-1002(+)+HPV:4975-174(+)+chr19:56221659-56232676(+)+HPV:6200-6382(+)	.	1	EXTRA
E88_EXTRA_E	chr19	4782478	0	26016	HPV16REF|lcl|Human	HPV:7408-1475(+)+chr19:4775958-4781478(+)+HPV:7181-1202,7622-4287(+)+chr19:4775958-4781478(+)+HPV:238-2165,6650-3315(+)	.	1	EXTRA
E89_EXTRA_F	chr20	23622855	651	11405	HPV16REF|lcl|Human	HPV:7537-3437,5-3576(-)+LIT:5+HPV:7684-1684,6298-505(+)	.	1	EXTRA
E90_EXTRA_UD2	chr20	21968549	0	85842	HPV16REF|lcl|Human	HPV:6632-1831(+)+chr20:21956532-21967549(+)+HPV:3533-3715(+)+HPV:5184-383(+)+chr20:21956532-21967549(+)+HPV:7759-35(+)+HPV:6550-1749(+)+chr20:21956532-21967549(+)+HPV:512-694(+)+HPV:7248-2447(+)+chr20:21956532-21967549(+)+HPV:4937-5119(+)+HPV:6914-2113(+)+chr20:21956532-21967549(+)+HPV:5429-5611(+)+HPV:3646-6751(+)+chr20:21956532-21967549(+)+HPV:6732-6914(+)	.	1	EXTRA
E91_EXTRA_E	chr21	15315693	0	26016	HPV16REF|lcl|Human	HPV:211-2184(+)+chr21:15309173-15314693(+)+HPV:215-2142,223-4794(+)+chr21:15309173-15314693(+)+HPV:4815-6742,130-4701(+)	.	1	EXTRA
E92_EXTRA_F	chr21	15273221	651	11405	HPV16REF|lcl|Human	HPV:4198-98,5735-1400(-)+LIT:5+HPV:1636-3542,3638-5751(+)	.	1	EXTRA
E93_EXTRA_UD2	chrX	97125896	0	85842	HPV16REF|lcl|Human	HPV:3978-7083(+)+chrX:97113879-97124896(+)+HPV:1937-2119(+)+HPV:439-3544(+)+chrX:97113879-97124896(+)+HPV:848-1030(+)+HPV:611-3716(+)+chrX:97113879-97124896(+)+HPV:266-448(+)+HPV:1043-4148(+)+chrX:97113879-97124896(+)+HPV:467-649(+)+HPV:3245-6350(+)+chrX:97113879-97124896(+)+HPV:7467-7649(+)+HPV:6707-1906(+)+chrX:97113879-97124896(+)+HPV:3976-4158(+)	.	1	EXTRA
E94_EXTRA_E	chrX	97118472	0	26016	HPV16REF|lcl|Human	HPV:5347-7320(+)+chrX:97111952-97117472(+)+HPV:7011-1032,312-4883(+)+chrX:97111952-97117472(+)+HPV:702-2629,509-5080(+)	.	1	EXTRA
E95_EXTRA_F	chrX	97114880	651	11405	HPV16REF|lcl|Human	HPV:6642-2542,6404-2069(-)+LIT:5+HPV:3860-5766,765-2878(+)	.	1	EXTRA
E96_EXTRA_UD2	chrX	96983771	0	85842	HPV16REF|lcl|Human	HPV:552-3657(+)+chrX:96971754-96982771(+)+HPV:675-857(+)+HPV:6083-1282(+)+chrX:96971754-96982771(+)+HPV:4068-4250(+)+HPV:38-3143(+)+chrX:96971754-96982771(+)+HPV:7860-136(+)+HPV:70-3175(+)+chrX:96971754-96982771(+)+HPV:5978-6160(+)+HPV:3754-6859(+)+chrX:96971754-96982771(+)+HPV:6627-6809(+)+HPV:4694-7799(+)+chrX:96971754-96982771(+)+HPV:4245-4427(+)	.	1	EXTRA
E97_EXTRA_E	chrX	96960123	0	26016	HPV16REF|lcl|Human	HPV:7662-1729(+)+chrX:96953603-96959123(+)+HPV:6137-158,6681-3346(+)+chrX:96953603-96959123(+)+HPV:814-2741,41-4612(+)	.	1	EXTRA
E98_RAND97_F	chrX	95318662	651	11405	HPV16REF|lcl|Human	HPV:3647-7453,1304-4875(-)+LIT:5+HPV:7312-1312,3414-5527(+)	.	1	RAND97
E99_EXTRA_UD2	chrX	33461718	0	85842	HPV16REF|lcl|Human	HPV:4073-7178(+)+chrX:33449701-33460718(+)+HPV:2745-2927(+)+HPV:5884-1083(+)+chrX:33449701-33460718(+)+HPV:5733-5915(+)+HPV:714-3819(+)+chrX:33449701-33460718(+)+HPV:165-347(+)+HPV:7411-2610(+)+chrX:33449701-33460718(+)+HPV:7557-7739(+)+HPV:5931-1130(+)+chrX:33449701-33460718(+)+HPV:4566-4748(+)+HPV:3684-6789(+)+chrX:33449701-33460718(+)+HPV:6239-6421(+)	.	1	EXTRA
E100_EXTRA_E	chrX	27024471	0	26016	HPV16REF|lcl|Human	HPV:7040-1107(+)+chrX:27017951-27023471(+)+HPV:7489-1510,5185-1850(+)+chrX:27017951-27023471(+)+HPV:4023-5950,553-5124(+)	.	1	EXTRA
